BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
436,Albee Square,Brooklyn,11201,146,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690803,-73.983478
131,Amity Street,Brooklyn,11201,291,45,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689237,-73.996131
138,Amity Street,Brooklyn,11201,296,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689105,-73.99572
141,Amity Street,Brooklyn,11201,291,40,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689157,-73.995846
145,Amity Street,Brooklyn,11201,291,38,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689127,-73.995734
147,Amity Street,Brooklyn,11201,291,37,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689111,-73.995677
153,Amity Street,Brooklyn,11201,291,34,61,BROOKLYN,MULTIPLE DWELLING B,ROOMING HOUSE,,40.689064,-73.995503
155,Amity Street,Brooklyn,11201,291,33,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689048,-73.995449
174,Amity Street,Brooklyn,11201,297,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68865,-73.994072
176,Amity Street,Brooklyn,11201,297,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688633,-73.994007
177,Amity Street,Brooklyn,11201,292,49,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.688729,-73.994292
181,Amity Street,Brooklyn,11201,292,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688696,-73.994177
184,Amity Street,Brooklyn,11201,297,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688562,-73.993755
186,Amity Street,Brooklyn,11201,297,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688545,-73.99369
188,Amity Street,Brooklyn,11201,297,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688526,-73.993625
122,Ashland Place,Brooklyn,11201,2061,40,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.692463,-73.979034
85,Atlantic Avenue,Brooklyn,11201,274,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691079,-73.997328
88,Atlantic Avenue,Brooklyn,11201,284,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690983,-73.997058
90,Atlantic Avenue,Brooklyn,11201,284,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690969,-73.997003
93,Atlantic Avenue,Brooklyn,11201,274,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691021,-73.997122
94 TO 106,Atlantic Avenue,Brooklyn,11201,284,17,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.690939,-73.996895
99,Atlantic Avenue,Brooklyn,11201,274,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690977,-73.996971
120 TO 122,Atlantic Avenue,Brooklyn,11201,285,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690607,-73.995716
148,Atlantic Avenue,Brooklyn,11201,285,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690376,-73.994883
154,Atlantic Avenue,Brooklyn,11201,285,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690327,-73.994706
164 TO 168,Atlantic Avenue,Brooklyn,11201,286,8,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.690102,-73.993888
182 TO 200,Atlantic Avenue,Brooklyn,11201,286,7505,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.689956,-73.993365
189 TO 191,Atlantic Avenue,Brooklyn,11201,276,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689973,-73.993358
224,Atlantic Avenue,Brooklyn,11201,278,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689451,-73.991678
284,Atlantic Avenue,Brooklyn,11201,181,22,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688745,-73.989576
288,Atlantic Avenue,Brooklyn,11201,181,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688707,-73.98946
302,Atlantic Avenue,Brooklyn,11201,182,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688372,-73.988566
304 TO 306,Atlantic Avenue,Brooklyn,11201,182,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688353,-73.988512
307,Atlantic Avenue,Brooklyn,11201,176,49,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.688339,-73.988429
325 TO 327,Atlantic Avenue,Brooklyn,11201,176,41,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688133,-73.987906
96,Baltic Street,Brooklyn,11201,309,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688211,-74.00048
98,Baltic Street,Brooklyn,11201,309,14,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688197,-74.000429
108,Baltic Street,Brooklyn,11201,309,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688115,-74.000184
110,Baltic Street,Brooklyn,11201,309,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688098,-74.000137
129 TO 135,Baltic Street,Brooklyn,11201,305,7501,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.687766,-73.999084
134 TO 138,Baltic Street,Brooklyn,11201,310,3,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.687714,-73.998983
151,Baltic Street,Brooklyn,11201,305,34,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687522,-73.998341
203,Baltic Street,Brooklyn,11201,306,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686926,-73.996535
311,Baltic Street,Brooklyn,11201,396,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.685164,-73.992644
319,Baltic Street,Brooklyn,11201,396,51,61,BROOKLYN,MULTIPLE DWELLING A,,,40.685084,-73.992439
362,Baltic Street,Brooklyn,11201,403,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.684398,-73.990719
366,Baltic Street,Brooklyn,11201,403,26,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.684354,-73.990607
368,Baltic Street,Brooklyn,11201,403,28,61,BROOKLYN,MULTIPLE DWELLING B,,,40.684332,-73.990553
370,Baltic Street,Brooklyn,11201,403,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.684313,-73.990499
375,Baltic Street,Brooklyn,11201,397,7505,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.684186,-73.990128
377,Baltic Street,Brooklyn,11201,397,7504,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.684162,-73.990067
57 TO 59,Bergen Street,Brooklyn,11201,193,35,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687008,-73.991148
65 TO 67,Bergen Street,Brooklyn,11201,193,31,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686926,-73.990942
95,Bergen Street,Brooklyn,11201,194,61,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686404,-73.989623
97,Bergen Street,Brooklyn,11201,194,60,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686382,-73.989569
105,Bergen Street,Brooklyn,11201,194,56,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686294,-73.989342
1 TO 17,Boerum Place,Brooklyn,11201,153,3,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.69202,-73.989041
342,Fulton Street,Brooklyn,11201,153,3,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.692036,-73.988829
105,Boerum Place,Brooklyn,11201,187,5,61,BROOKLYN,MULTIPLE DWELLING B,,,40.688334,-73.991241
107,Boerum Place,Brooklyn,11201,187,4,61,BROOKLYN,MULTIPLE DWELLING B,,,40.688287,-73.991274
33,Bond Street,Brooklyn,11201,166,7502,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.688643,-73.983658
388,Bridge Street,Brooklyn,11201,152,7501,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691586,-73.985324
15,Bridge Park Drive,Brooklyn,11201,245,25,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.692396,-74.000454
22,Chapel Street,Brooklyn,11201,119,55,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.697243,-73.986217
12 TO 14,Clark Street,Brooklyn,11201,234,43,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698223,-73.995849
32 TO 40,Clark Street,Brooklyn,11201,235,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697987,-73.995002
35,Clark Street,Brooklyn,11201,230,17,61,BROOKLYN,MULTIPLE DWELLING A,EVICT COOP/CONDO,,40.697968,-73.994861
116 TO 122,Hicks Street,Brooklyn,11201,230,17,61,BROOKLYN,MULTIPLE DWELLING A,EVICT COOP/CONDO,,40.698141,-73.994493
50,Clark Street,Brooklyn,11201,236,101,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697754,-73.994136
52 TO 58,Clark Street,Brooklyn,11201,236,103,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.697738,-73.994078
60,Clark Street,Brooklyn,11201,236,107,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697674,-73.993844
62,Clark Street,Brooklyn,11201,236,108,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697661,-73.993786
64,Clark Street,Brooklyn,11201,236,109,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697644,-73.993725
66,Clark Street,Brooklyn,11201,236,110,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697628,-73.993667
70,Clark Street,Brooklyn,11201,236,112,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.697598,-73.993552
40,Clinton Street,Brooklyn,11201,238,65,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.695374,-73.9919
67 TO 85,Clinton Street,Brooklyn,11201,250,7501,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.694172,-73.99246
156,Clinton Street,Brooklyn,11201,267,31,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691795,-73.993621
169,Clinton Street,Brooklyn,11201,276,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690796,-73.994083
172,Clinton Street,Brooklyn,11201,267,39,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691263,-73.993881
173,Clinton Street,Brooklyn,11201,276,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690664,-73.994148
186 TO 202,Clinton Street,Brooklyn,11201,275,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690802,-73.994104
203,Clinton Street,Brooklyn,11201,292,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689421,-73.994746
211,Clinton Street,Brooklyn,11201,292,2,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689188,-73.994858
212,Clinton Street,Brooklyn,11201,285,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689912,-73.99453
265,Clinton Street,Brooklyn,11201,307,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687198,-73.995814
286,Clinton Street,Brooklyn,11201,306,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687135,-73.995868
288,Clinton Street,Brooklyn,11201,306,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68708,-73.995897
290,Clinton Street,Brooklyn,11201,306,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687022,-73.995922
302,Clinton Street,Brooklyn,11201,311,27,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68658,-73.996135
8 TO 12,Columbia Place,Brooklyn,11201,258,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693415,-73.998475
19,Columbia Place,Brooklyn,11201,259,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693212,-73.99855
20,Columbia Place,Brooklyn,11201,258,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693192,-73.998583
28 TO 34,Columbia Place,Brooklyn,11201,258,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693044,-73.998655
34,Joralemon Street,Brooklyn,11201,258,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693741,-73.998428
38,Columbia Place,Brooklyn,11201,258,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692858,-73.998745
40,Columbia Place,Brooklyn,11201,258,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692822,-73.998763
42,Columbia Place,Brooklyn,11201,258,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692783,-73.998781
43,Columbia Place,Brooklyn,11201,259,8,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,40.692797,-73.998752
44,Columbia Place,Brooklyn,11201,258,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692748,-73.998799
115,Columbia Street,Brooklyn,11201,309,1,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.687848,-74.001331
141,Columbia Heights,Brooklyn,11201,234,37,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697974,-73.996477
147,Columbia Heights,Brooklyn,11201,234,35,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697847,-73.996534
150,Columbia Heights,Brooklyn,11201,208,203,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698572,-73.996213
151,Columbia Heights,Brooklyn,11201,234,33,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697762,-73.996574
167 TO 171,Columbia Heights,Brooklyn,11201,234,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697425,-73.996736
173,Columbia Heights,Brooklyn,11201,234,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697299,-73.996798
187,Columbia Heights,Brooklyn,11201,234,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697002,-73.996935
200,Columbia Heights,Brooklyn,11201,208,312,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697161,-73.996884
210,Columbia Heights,Brooklyn,11201,208,308,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696958,-73.996982
133,Concord Street,Brooklyn,11201,107,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697663,-73.986148
109,Congress Street,Brooklyn,11201,295,40,61,BROOKLYN,MULTIPLE DWELLING A,,,40.689053,-73.998266
175,Congress Street,Brooklyn,11201,296,33,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688378,-73.995846
177,Congress Street,Brooklyn,11201,296,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688362,-73.995788
183,Congress Street,Brooklyn,11201,296,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688312,-73.995608
198 TO 228,Congress Street,Brooklyn,11201,302,9,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.688136,-73.995038
210,Congress Street,Brooklyn,11201,302,9,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.688049,-73.994717
223,Congress Street,Brooklyn,11201,297,33,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687834,-73.993877
54 TO 56,Court Street,Brooklyn,11201,265,50,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.69222,-73.991147
119,Court Street,Brooklyn,11201,271,18,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.690442,-73.991995
183,State Street,Brooklyn,11201,271,18,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.690307,-73.991905
125,Court Street,Brooklyn,11201,277,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.690112,-73.99215
211 TO 235,Atlantic Avenue,Brooklyn,11201,277,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.689616,-73.99211
145 TO 147,Court Street,Brooklyn,11201,278,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68936,-73.992514
155,Court Street,Brooklyn,11201,279,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688954,-73.992713
156,Court Street,Brooklyn,11201,292,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688652,-73.992878
157,Court Street,Brooklyn,11201,279,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688894,-73.992741
171,Court Street,Brooklyn,11201,280,22,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688279,-73.993034
191,Court Street,Brooklyn,11201,384,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687538,-73.993394
194,Court Street,Brooklyn,11201,302,37,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687261,-73.993549
196,Court Street,Brooklyn,11201,302,39,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687211,-73.993575
198,Court Street,Brooklyn,11201,302,40,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687074,-73.993639
200,Court Street,Brooklyn,11201,302,41,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68703,-73.993661
213,Court Street,Brooklyn,11201,390,5,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686808,-73.993748
240,Court Street,Brooklyn,11201,312,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.685732,-73.994285
15,Cranberry Street,Brooklyn,11201,214,23,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.700153,-73.994785
80,Cranberry Street,Brooklyn,11201,221,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.699552,-73.992679
2 TO 4,Dean Street,Brooklyn,11201,280,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68843,-73.99272
16,Dean Street,Brooklyn,11201,280,27,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688257,-73.992287
7,Dekalb Avenue,Brooklyn,11201,149,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.689971,-73.982172
74 TO 82,Dekalb Avenue,Brooklyn,11201,2094,10,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.689872,-73.979937
14,Duffield Street,Brooklyn,11201,108,19,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.69797,-73.984031
43,Duffield Street,Brooklyn,11201,121,15,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.697048,-73.984064
49,Duffield Street,Brooklyn,11201,121,12,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.696946,-73.984071
237 TO 243,Duffield Street,Brooklyn,11201,146,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691078,-73.984383
81 TO 95,Flatbush Avenue Extension,Brooklyn,11201,120,45,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.696518,-73.984749
81,Fleet Place,Brooklyn,11201,2061,110,61,BROOKLYN,MULTIPLE DWELLING A,ROOMING HOUSE,421-A (1-15),40.693089,-73.98175
86,Fleet Place,Brooklyn,11201,2061,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.693059,-73.981771
126,Front Street,Brooklyn,11201,53,9,61,BROOKLYN,MULTIPLE DWELLING A,,,40.702444,-73.987492
177 TO 183,Front Street,Brooklyn,11201,41,42,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.702408,-73.986061
195 TO 215,Front Street,Brooklyn,11201,41,17,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.702392,-73.985559
206 TO 220,Water Street,Brooklyn,11201,41,17,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.703053,-73.985574
540,Fulton Street,Brooklyn,11201,161,18,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.689011,-73.981228
8,Garden Place,Brooklyn,11201,261,30,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692934,-73.996113
49,Garden Place,Brooklyn,11201,262,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692086,-73.996499
68 TO 86,Gold Street,Brooklyn,11201,42,24,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.702864,-73.982764
276,Water Street,Brooklyn,11201,42,24,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.702968,-73.983089
89 TO 107,Gold Street,Brooklyn,11201,56,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.702147,-73.982804
109,Gold Street,Brooklyn,11201,56,2,61,BROOKLYN,MULTIPLE DWELLING A,,,40.701716,-73.982822
235 TO 263,Gold Street,Brooklyn,11201,122,13,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.697322,-73.983122
248 TO 268,Gold Street,Brooklyn,11201,121,3,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.696888,-73.983169
155,Tillary Street,Brooklyn,11201,121,3,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.696021,-73.983996
277,Gold Street,Brooklyn,11201,122,5,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.69646,-73.983173
309,Gold Street,Brooklyn,11201,134,1,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.695134,-73.983242
329 TO 345,Gold Street,Brooklyn,11201,2049,2,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.694498,-73.983275
2 TO 30,Grace Court,Brooklyn,11201,252,8,61,BROOKLYN,MULTIPLE DWELLING B,,,40.694458,-73.998327
19 TO 21,Grace Court,Brooklyn,11201,251,55,61,BROOKLYN,MULTIPLE DWELLING A,,,40.694345,-73.997844
46,Henry Street,Brooklyn,11201,216,31,61,BROOKLYN,MULTIPLE DWELLING A,,,40.699587,-73.991994
62,Henry Street,Brooklyn,11201,221,27,61,BROOKLYN,MULTIPLE DWELLING B,,,40.699115,-73.992221
84,Henry Street,Brooklyn,11201,226,28,61,BROOKLYN,MULTIPLE DWELLING A,,,40.69835,-73.992596
92 TO 106,Henry Street,Brooklyn,11201,231,1,61,BROOKLYN,MULTIPLE DWELLING B,,,40.698006,-73.992766
51,Clark Street,Brooklyn,11201,231,1,61,BROOKLYN,MULTIPLE DWELLING B,,,40.697749,-73.994053
114 TO 116,Henry Street,Brooklyn,11201,236,116,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697087,-73.993209
115,Henry Street,Brooklyn,11201,237,37,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.697125,-73.99317
117,Henry Street,Brooklyn,11201,237,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697076,-73.993195
121,Henry Street,Brooklyn,11201,237,34,61,BROOKLYN,MULTIPLE DWELLING A,,,40.69698,-73.993242
133,Henry Street,Brooklyn,11201,237,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696689,-73.993379
140,Henry Street,Brooklyn,11201,236,129,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696483,-73.993502
142,Henry Street,Brooklyn,11201,236,130,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696437,-73.993523
144,Henry Street,Brooklyn,11201,236,131,61,BROOKLYN,MULTIPLE DWELLING A,,,40.69639,-73.993548
145,Henry Street,Brooklyn,11201,237,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696398,-73.99352
152,Henry Street,Brooklyn,11201,236,135,61,BROOKLYN,MULTIPLE DWELLING A,ROOMING HOUSE,,40.696206,-73.993635
252,Henry Street,Brooklyn,11201,262,40,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692599,-73.995355
256,Henry Street,Brooklyn,11201,262,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692503,-73.995402
268,Henry Street,Brooklyn,11201,262,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692212,-73.995543
272,Henry Street,Brooklyn,11201,262,50,61,BROOKLYN,MULTIPLE DWELLING B,,,40.692116,-73.99559
277,Henry Street,Brooklyn,11201,263,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.692212,-73.995521
279,Henry Street,Brooklyn,11201,263,18,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.692168,-73.995543
287,Henry Street,Brooklyn,11201,263,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691987,-73.99563
296,Henry Street,Brooklyn,11201,274,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.691189,-73.996037
316,Henry Street,Brooklyn,11201,284,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690459,-73.996387
327,Henry Street,Brooklyn,11201,285,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.690428,-73.99638
42,Hicks Street,Brooklyn,11201,210,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.700699,-73.99327
43,Hicks Street,Brooklyn,11201,216,9,61,BROOKLYN,MULTIPLE DWELLING A,,,40.700383,-73.993397
44,Hicks Street,Brooklyn,11201,210,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.700641,-73.993299
47,Hicks Street,Brooklyn,11201,216,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.700271,-73.993451
85,Hicks Street,Brooklyn,11201,226,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698948,-73.994082
89,Hicks Street,Brooklyn,11201,226,4,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.698857,-73.994125
93,Hicks Street,Brooklyn,11201,226,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698767,-73.994168
104,Hicks Street,Brooklyn,11201,230,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698443,-73.994349
106,Hicks Street,Brooklyn,11201,230,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.698391,-73.994374
111,Hicks Street,Brooklyn,11201,231,19,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.69821,-73.994439
136,Hicks Street,Brooklyn,11201,235,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.6974,-73.99485
150,Hicks Street,Brooklyn,11201,235,56,61,BROOKLYN,MULTIPLE DWELLING A,,,40.697093,-73.994998
158,Hicks Street,Brooklyn,11201,235,61,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696917,-73.995081
167,Hicks Street,Brooklyn,11201,236,82,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696766,-73.995132
168,Hicks Street,Brooklyn,11201,235,66,61,BROOKLYN,MULTIPLE DWELLING A,,,40.696697,-73.995186
195,Hicks Street,Brooklyn,11201,242,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.695685,-73.995629
205,Hicks Street,Brooklyn,11201,242,7501,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.695424,-73.995752
222,Hicks Street,Brooklyn,11201,247,1,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.694814,-73.996062
260,Hicks Street,Brooklyn,11201,252,37,61,BROOKLYN,MULTIPLE DWELLING A,,,40.693519,-73.99669
315,Hicks Street,Brooklyn,11201,261,1,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.692086,-73.997364
317,Hicks Street,Brooklyn,11201,274,25,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.691751,-73.997523
414,Hicks Street,Brooklyn,11201,304,7501,61,BROOKLYN,MULTIPLE DWELLING A,,,40.688524,-73.999488
417 TO 431,Hicks Street,Brooklyn,11201,305,1,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.6884,-73.999106
428,Hicks Street,Brooklyn,11201,309,22,61,BROOKLYN,MULTIPLE DWELLING A,421-G,,40.687881,-73.999794
439 TO 445,Hicks Street,Brooklyn,11201,310,3,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.68778,-73.999405
