BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
173 TO 175,Hewes Street,Brooklyn,11211,2205,34,61,BROOKLYN,MULTIPLE DWELLING A,,,40.703335,-73.958102
248,Hewes Street,Brooklyn,11211,2213,9,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.705263,-73.955085
362,Hewes Street,Brooklyn,11211,2439,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.707719,-73.951769
366,Hewes Street,Brooklyn,11211,2439,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.707949,-73.951621
383,Hewes Street,Brooklyn,11211,2438,20,61,BROOKLYN,MULTIPLE DWELLING B,,,40.708144,-73.951523
393,Hewes Street,Brooklyn,11211,2425,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.708484,-73.95131
145,Hooper Street,Brooklyn,11211,2199,39,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.703895,-73.958776
178 TO 180,Hooper Street,Brooklyn,11211,2206,7,61,BROOKLYN,MULTIPLE DWELLING B,,,40.704526,-73.95773
186,Hooper Street,Brooklyn,11211,2206,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.704641,-73.957553
293 TO 295,Hooper Street,Brooklyn,11211,2463,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.707299,-73.953894
301,Hooper Street,Brooklyn,11211,2463,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.707533,-73.953749
319,Hooper Street,Brooklyn,11211,2450,22,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.708123,-73.953377
378,Hooper Street,Brooklyn,11211,2425,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.709445,-73.952518
380,Hooper Street,Brooklyn,11211,2425,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.709497,-73.952485
381,Hooper Street,Brooklyn,11211,2412,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.710055,-73.952157
390,Hooper Street,Brooklyn,11211,2413,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.709904,-73.952229
21,Hope Street,Brooklyn,11211,2368,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713674,-73.957132
27,Hope Street,Brooklyn,11211,2368,33,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.713614,-73.956966
29 TO 31,Hope Street,Brooklyn,11211,2368,31,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.713592,-73.956909
30,Hope Street,Brooklyn,11211,2383,16,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.713561,-73.956872
123,Hope Street,Brooklyn,11211,2374,1,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.712295,-73.953295
140,Hope Street,Brooklyn,11211,2387,2,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.71199,-73.952563
156,Hope Street,Brooklyn,11211,2387,7,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.711863,-73.95222
299,Humboldt Street,Brooklyn,11211,2783,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.712196,-73.942304
371,Humboldt Street,Brooklyn,11211,2760,7502,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.714917,-73.942753
385,Humboldt Street,Brooklyn,11211,2760,24,61,BROOKLYN,MULTIPLE DWELLING A,ROOMING HOUSE,,40.715274,-73.94281
409,Humboldt Street,Brooklyn,11211,2750,25,61,BROOKLYN,MULTIPLE DWELLING A,ROOMING HOUSE,,40.716344,-73.94299
415,Humboldt Street,Brooklyn,11211,2750,22,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716555,-73.943022
417,Humboldt Street,Brooklyn,11211,2750,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716627,-73.943036
471,Humboldt Street,Brooklyn,11211,2735,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718718,-73.943395
476,Humboldt Street,Brooklyn,11211,2857,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718521,-73.943334
480,Humboldt Street,Brooklyn,11211,2857,106,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718644,-73.943359
15,Jackson Street,Brooklyn,11211,2741,47,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.716013,-73.951492
69,Jackson Street,Brooklyn,11211,2742,31,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71627,-73.94879
100,Jackson Street,Brooklyn,11211,2748,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716385,-73.947412
104,Jackson Street,Brooklyn,11211,2748,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716398,-73.947275
178,Jackson Street,Brooklyn,11211,2750,15,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.716723,-73.943859
179,Jackson Street,Brooklyn,11211,2745,32,61,BROOKLYN,MULTIPLE DWELLING B,,,40.716756,-73.943675
183,Jackson Street,Brooklyn,11211,2745,30,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71677,-73.94353
184,Jackson Street,Brooklyn,11211,2750,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716742,-73.943653
243,Jackson Street,Brooklyn,11211,2875,58,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717046,-73.940752
254,Jackson Street,Brooklyn,11211,2884,20,61,BROOKLYN,MULTIPLE DWELLING B,,,40.717026,-73.940767
276 TO 284,Jackson Street,Brooklyn,11211,2885,23,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.717207,-73.939836
302 TO 312,Jackson Street,Brooklyn,11211,2885,28,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.717454,-73.939042
7,Judge Street,Brooklyn,11211,2919,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713167,-73.940294
14,Judge Street,Brooklyn,11211,2920,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713332,-73.940355
15,Judge Street,Brooklyn,11211,2919,32,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.713356,-73.940388
16,Judge Street,Brooklyn,11211,2920,5,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713384,-73.940381
17,Judge Street,Brooklyn,11211,2919,7501,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.713403,-73.940413
20,Judge Street,Brooklyn,11211,2920,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713483,-73.940431
21,Judge Street,Brooklyn,11211,2919,27,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.713496,-73.94046
250,Keap Street,Brooklyn,11211,2201,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.706293,-73.956506
312,Keap Street,Brooklyn,11211,2463,1,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.707953,-73.955304
314,Keap Street,Brooklyn,11211,2463,2,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.708005,-73.955271
331,Keap Street,Brooklyn,11211,2449,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.708631,-73.954903
332,Keap Street,Brooklyn,11211,2450,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.708634,-73.954874
350,Keap Street,Brooklyn,11211,2437,3,61,BROOKLYN,MULTIPLE DWELLING B,ARTICLE 11,,40.709262,-73.954477
418,Keap Street,Brooklyn,11211,2387,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.711622,-73.952985
462,Keap Street,Brooklyn,11211,2372,5,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.713104,-73.952043
467,Keap Street,Brooklyn,11211,2371,42,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.712991,-73.95214
487,Keap Street,Brooklyn,11211,2371,34,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713398,-73.951869
15,Kingsland Avenue,Brooklyn,11211,2884,28,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.716469,-73.940151
17,Kingsland Avenue,Brooklyn,11211,2884,27,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.71654,-73.940161
21,Kingsland Avenue,Brooklyn,11211,2884,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716686,-73.940183
25,Kingsland Avenue,Brooklyn,11211,2884,22,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716834,-73.940204
27,Kingsland Avenue,Brooklyn,11211,2884,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716905,-73.940215
28 TO 34,Kingsland Avenue,Brooklyn,11211,2885,20,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.71679,-73.940176
33,Kingsland Avenue,Brooklyn,11211,2875,56,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717248,-73.940265
39,Kingsland Avenue,Brooklyn,11211,2875,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717413,-73.940287
79,Kingsland Avenue,Brooklyn,11211,2857,35,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.719003,-73.940563
111,Lee Avenue,Brooklyn,11211,2200,4,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.704469,-73.95853
126 TO 128,Lee Avenue,Brooklyn,11211,2205,32,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.703936,-73.957961
235,Leonard Street,Brooklyn,11211,2780,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.711952,-73.947358
246,Leonard Street,Brooklyn,11211,2775,8,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.712498,-73.947426
334,Leonard Street,Brooklyn,11211,2748,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715866,-73.947983
352,Leonard Street,Brooklyn,11211,2743,5,61,BROOKLYN,MULTIPLE DWELLING B,,,40.716626,-73.948105
357,Leonard Street,Brooklyn,11211,2742,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716605,-73.948123
395,Leonard Street,Brooklyn,11211,2732,12,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.718158,-73.948378
494,Lorimer Street,Brooklyn,11211,2780,5,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.711653,-73.94896
538,Lorimer Street,Brooklyn,11211,2768,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713018,-73.949186
542,Lorimer Street,Brooklyn,11211,2768,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713119,-73.9492
584,Lorimer Street,Brooklyn,11211,2757,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714434,-73.949419
679,Lorimer Street,Brooklyn,11211,2736,28,61,BROOKLYN,MULTIPLE DWELLING A,,,40.7173,-73.949908
684,Lorimer Street,Brooklyn,11211,2737,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717371,-73.949901
706 TO 708,Lorimer Street,Brooklyn,11211,2732,2,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718016,-73.950008
719,Lorimer Street,Brooklyn,11211,2721,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718497,-73.950109
720,Lorimer Street,Brooklyn,11211,2722,2,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718491,-73.950087
722,Lorimer Street,Brooklyn,11211,2722,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718532,-73.950091
724,Lorimer Street,Brooklyn,11211,2722,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718573,-73.950098
726,Lorimer Street,Brooklyn,11211,2722,5,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718615,-73.950105
728,Lorimer Street,Brooklyn,11211,2722,105,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718656,-73.950112
730,Lorimer Street,Brooklyn,11211,2722,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.718697,-73.95012
283,Manhattan Avenue,Brooklyn,11211,2769,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713422,-73.945925
292,Manhattan Avenue,Brooklyn,11211,2770,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.713535,-73.945921
327,Manhattan Avenue,Brooklyn,11211,2753,28,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715234,-73.946226
333,Manhattan Avenue,Brooklyn,11211,2753,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715421,-73.946255
334,Manhattan Avenue,Brooklyn,11211,2754,2,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715245,-73.946205
336,Manhattan Avenue,Brooklyn,11211,2754,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715316,-73.946219
338,Manhattan Avenue,Brooklyn,11211,2754,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715388,-73.94623
348 TO 350,Manhattan Avenue,Brooklyn,11211,2749,1,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.715887,-73.946312
349,Manhattan Avenue,Brooklyn,11211,2748,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716099,-73.946366
351,Manhattan Avenue,Brooklyn,11211,2748,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71617,-73.946377
367,Manhattan Avenue,Brooklyn,11211,2743,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716878,-73.946492
374,Manhattan Avenue,Brooklyn,11211,2744,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716881,-73.94647
387,Manhattan Avenue,Brooklyn,11211,2738,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.717677,-73.946625
410,Manhattan Avenue,Brooklyn,11211,2734,7502,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.718193,-73.946682
8,Marcy Avenue,Brooklyn,11211,2369,19,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.713766,-73.954535
2,Marcy Avenue,Brooklyn,11211,2369,19,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.713901,-73.954455
40 TO 42,Marcy Avenue,Brooklyn,11211,2384,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71282,-73.955113
82,Marcy Avenue,Brooklyn,11211,2409,117,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.711511,-73.955961
86,Marcy Avenue,Brooklyn,11211,2409,16,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.711412,-73.956026
41,Maspeth Avenue,Brooklyn,11211,2893,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715596,-73.940949
43,Maspeth Avenue,Brooklyn,11211,2893,153,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.715607,-73.940898
45,Maspeth Avenue,Brooklyn,11211,2893,52,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.715621,-73.940851
47,Maspeth Avenue,Brooklyn,11211,2893,51,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.715632,-73.940801
49,Maspeth Avenue,Brooklyn,11211,2893,50,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.715643,-73.94075
58,Maspeth Avenue,Brooklyn,11211,2907,119,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.715659,-73.94062
60,Maspeth Avenue,Brooklyn,11211,2907,120,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.71567,-73.940566
61 TO 65,Maspeth Avenue,Brooklyn,11211,2893,42,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.715717,-73.940454
64,Maspeth Avenue,Brooklyn,11211,2907,21,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.715698,-73.940461
66,Maspeth Avenue,Brooklyn,11211,2907,22,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.715709,-73.940407
68,Maspeth Avenue,Brooklyn,11211,2907,23,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.715722,-73.940357
136 TO 138,Metropolitan Avenue,Brooklyn,11211,2364,7501,61,BROOKLYN,MULTIPLE DWELLING B,COOP/CONDO PLAN FILE,,40.716229,-73.962459
143,Metropolitan Avenue,Brooklyn,11211,2358,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716149,-73.962282
170,Metropolitan Avenue,Brooklyn,11211,2365,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715687,-73.961362
222,Metropolitan Avenue,Brooklyn,11211,2366,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715174,-73.960049
224,Metropolitan Avenue,Brooklyn,11211,2366,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715163,-73.960017
228,Metropolitan Avenue,Brooklyn,11211,2366,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715144,-73.959956
232,Metropolitan Avenue,Brooklyn,11211,2366,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715124,-73.959894
238,Metropolitan Avenue,Brooklyn,11211,2366,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715094,-73.959804
370,Metropolitan Avenue,Brooklyn,11211,2369,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714077,-73.955711
374,Metropolitan Avenue,Brooklyn,11211,2369,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714074,-73.955617
378,Metropolitan Avenue,Brooklyn,11211,2369,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714071,-73.955527
386,Metropolitan Avenue,Brooklyn,11211,2369,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714066,-73.955195
390,Metropolitan Avenue,Brooklyn,11211,2369,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714066,-73.955133
394,Metropolitan Avenue,Brooklyn,11211,2369,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714066,-73.955069
496 TO 512,Metropolitan Avenue,Brooklyn,11211,2371,7501,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714056,-73.952338
491,Keap Street,Brooklyn,11211,2371,7501,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.713477,-73.951815
519 TO 523,Metropolitan Avenue,Brooklyn,11211,2756,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714075,-73.951158
520,Metropolitan Avenue,Brooklyn,11211,2761,9,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714059,-73.951285
522,Metropolitan Avenue,Brooklyn,11211,2761,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714059,-73.951241
524,Metropolitan Avenue,Brooklyn,11211,2761,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714059,-73.951194
527 TO 531,Metropolitan Avenue,Brooklyn,11211,2756,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714075,-73.950989
554,Metropolitan Avenue,Brooklyn,11211,2761,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714058,-73.950498
591 TO 593,Metropolitan Avenue,Brooklyn,11211,2757,38,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714102,-73.949077
596,Metropolitan Avenue,Brooklyn,11211,2762,5,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.714093,-73.94898
601,Metropolitan Avenue,Brooklyn,11211,2757,34,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714124,-73.948835
605,Metropolitan Avenue,Brooklyn,11211,2757,33,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714132,-73.948741
628,Metropolitan Avenue,Brooklyn,11211,2762,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714164,-73.948208
677,Metropolitan Avenue,Brooklyn,11211,2758,28,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714337,-73.946519
680,Metropolitan Avenue,Brooklyn,11211,2763,22,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714323,-73.946508
681,Metropolitan Avenue,Brooklyn,11211,2758,27,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714348,-73.946418
684,Metropolitan Avenue,Brooklyn,11211,2763,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714331,-73.946411
713,Metropolitan Avenue,Brooklyn,11211,2759,36,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.71446,-73.945228
717,Metropolitan Avenue,Brooklyn,11211,2759,34,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71447,-73.945138
758,Metropolitan Avenue,Brooklyn,11211,2765,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714585,-73.943723
760,Metropolitan Avenue,Brooklyn,11211,2765,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714591,-73.943673
864,Metropolitan Avenue,Brooklyn,11211,2916,27,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714644,-73.940062
878,Metropolitan Avenue,Brooklyn,11211,2916,32,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.714632,-73.93977
880 TO 882,Metropolitan Avenue,Brooklyn,11211,2916,33,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.71463,-73.939727
917,Metropolitan Avenue,Brooklyn,11211,2913,71,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714588,-73.938367
918,Metropolitan Avenue,Brooklyn,11211,2917,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714569,-73.938334
921,Metropolitan Avenue,Brooklyn,11211,2913,70,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.714585,-73.93828
924,Metropolitan Avenue,Brooklyn,11211,2917,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714563,-73.938179
925,Metropolitan Avenue,Brooklyn,11211,2913,69,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714579,-73.938197
929,Metropolitan Avenue,Brooklyn,11211,2913,68,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714577,-73.938111
933,Metropolitan Avenue,Brooklyn,11211,2913,67,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714574,-73.938028
935,Metropolitan Avenue,Brooklyn,11211,2913,66,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714571,-73.937984
936,Metropolitan Avenue,Brooklyn,11211,2917,11,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.714552,-73.937873
939,Metropolitan Avenue,Brooklyn,11211,2913,65,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714568,-73.937898
945,Metropolitan Avenue,Brooklyn,11211,2913,63,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714566,-73.937771
947,Metropolitan Avenue,Brooklyn,11211,2913,62,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714563,-73.937728
977,Metropolitan Avenue,Brooklyn,11211,2913,54,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714518,-73.93661
979,Metropolitan Avenue,Brooklyn,11211,2913,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714515,-73.936567
130,North 10th Street,Brooklyn,11211,2304,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.720099,-73.956933
132,North 10th Street,Brooklyn,11211,2304,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.720067,-73.956879
148,North 10th Street,Brooklyn,11211,2304,15,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.719803,-73.956457
150,North 10th Street,Brooklyn,11211,2304,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71977,-73.956403
152,North 10th Street,Brooklyn,11211,2304,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.719737,-73.956353
171,North 10th Street,Brooklyn,11211,2298,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.719116,-73.955318
178,North 10th Street,Brooklyn,11211,2305,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.719103,-73.955332
180,North 10th Street,Brooklyn,11211,2305,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71907,-73.955278
182,North 10th Street,Brooklyn,11211,2305,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.719037,-73.955224
250,North 10th Street,Brooklyn,11211,2307,1,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.717523,-73.952808
141,North 11th Street,Brooklyn,11211,2290,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.720371,-73.955851
174,North 11th Street,Brooklyn,11211,2298,13,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.719627,-73.954686
206 TO 210,North 12th Street,Brooklyn,11211,2291,17,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.720043,-73.953881
95,North 1st Street,Brooklyn,11211,2364,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715965,-73.963065
97,North 1st Street,Brooklyn,11211,2364,113,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715938,-73.963003
132,North 1st Street,Brooklyn,11211,2380,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715309,-73.961756
45 TO 53,North 3rd Street,Brooklyn,11211,2349,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.717958,-73.963937
107,North 3rd Street,Brooklyn,11211,2350,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716731,-73.961964
109,North 3rd Street,Brooklyn,11211,2350,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716698,-73.96191
111,North 3rd Street,Brooklyn,11211,2350,26,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716662,-73.961852
127,North 4th Street,Brooklyn,11211,2343,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716491,-73.960002
155 TO 159,North 4th Street,Brooklyn,11211,2344,7503,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.715813,-73.958916
20,North 5th Street,Brooklyn,11211,2340,7502,61,BROOKLYN,MULTIPLE DWELLING A,,,40.719377,-73.96316
170,North 5th Street,Brooklyn,11211,2344,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716164,-73.958025
174,North 5th Street,Brooklyn,11211,2344,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.716103,-73.957924
191 TO 193,North 5th Street,Brooklyn,11211,2337,41,61,BROOKLYN,MULTIPLE DWELLING A,,,40.715694,-73.957232
226,North 5th Street,Brooklyn,11211,2346,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714857,-73.955927
231,North 5th Street,Brooklyn,11211,2338,38,61,BROOKLYN,MULTIPLE DWELLING A,,,40.71487,-73.955912
246,North 5th Street,Brooklyn,11211,2346,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.714538,-73.955415
27,North 6th Street,Brooklyn,11211,2324,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.720003,-73.962658
135,North 6th Street,Brooklyn,11211,2327,35,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.717671,-73.95893
140 TO 146,North 6th Street,Brooklyn,11211,2335,7501,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717704,-73.95902
122 TO 129,North 5th Street,Brooklyn,11211,2335,7501,61,BROOKLYN,MULTIPLE DWELLING A,,,40.717114,-73.95955
195,North 6th Street,Brooklyn,11211,2329,40,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.716229,-73.956604
