BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
1020 TO 1022,6th Avenue,Manhattan,10018,840,1,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,40.752404,-73.985866
69,West 38th Street,Manhattan,10018,840,1,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,40.75183,-73.984769
606,8th Avenue,Manhattan,10018,789,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.755564,-73.990998
452 TO 464,9th Avenue,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.754203,-73.995698
454,9th Avenue,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.754258,-73.995658
456,9th Avenue,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.754313,-73.995618
462,9th Avenue,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.75448,-73.995495
486,9th Avenue,Manhattan,10018,761,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.755435,-73.994806
492,9th Avenue,Manhattan,10018,761,4,62,NEW YORK,MULTIPLE DWELLING B,,,40.755597,-73.994687
493,9th Avenue,Manhattan,10018,735,30,62,NEW YORK,MULTIPLE DWELLING B,,,40.755561,-73.994737
495,9th Avenue,Manhattan,10018,735,30,62,NEW YORK,MULTIPLE DWELLING B,,,40.755605,-73.994705
496,9th Avenue,Manhattan,10018,761,66,62,NEW YORK,MULTIPLE DWELLING A,,,40.755704,-73.994607
506,9th Avenue,Manhattan,10018,762,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.756086,-73.994326
508,9th Avenue,Manhattan,10018,762,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.75613,-73.994297
509,9th Avenue,Manhattan,10018,736,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.756069,-73.994366
511 TO 521,9th Avenue,Manhattan,10018,736,7501,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.75613,-73.994319
528,9th Avenue,Manhattan,10018,763,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.756711,-73.993871
532,9th Avenue,Manhattan,10018,763,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.756807,-73.993799
536,9th Avenue,Manhattan,10018,763,76,62,NEW YORK,MULTIPLE DWELLING A,,,40.756904,-73.993727
547,9th Avenue,Manhattan,10018,1050,29,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.757321,-73.993449
58,West 36th Street,Manhattan,10018,837,77,62,NEW YORK,MULTIPLE DWELLING A,,,40.75065,-73.985848
346,West 36th Street,Manhattan,10018,759,67,62,NEW YORK,MULTIPLE DWELLING A,,,40.754049,-73.993886
362,West 36th Street,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.754186,-73.994211
364,West 36th Street,Manhattan,10018,759,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.754205,-73.99425
410,West 36th Street,Manhattan,10018,733,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.754842,-73.995766
437,West 36th Street,Manhattan,10018,734,13,62,NEW YORK,MULTIPLE DWELLING A,,,40.755408,-73.997102
445,West 36th Street,Manhattan,10018,734,9,62,NEW YORK,MULTIPLE DWELLING B,,,40.755592,-73.997535
451,West 36th Street,Manhattan,10018,734,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.755619,-73.997596
452,West 36th Street,Manhattan,10018,733,65,62,NEW YORK,MULTIPLE DWELLING A,,,40.755597,-73.997589
453,West 36th Street,Manhattan,10018,734,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.755627,-73.997614
454,West 36th Street,Manhattan,10018,733,66,62,NEW YORK,MULTIPLE DWELLING A,,,40.755605,-73.997611
511 TO 525,West 36th Street,Manhattan,10018,708,20,62,NEW YORK,MULTIPLE DWELLING A,,,40.756217,-73.999018
518,West 37th Street,Manhattan,10018,708,20,62,NEW YORK,MULTIPLE DWELLING A,,,40.756884,-73.998711
18,West 37th Street,Manhattan,10018,838,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.750697,-73.98404
32,West 37th Street,Manhattan,10018,838,68,62,NEW YORK,MULTIPLE DWELLING A,,,40.750837,-73.984369
61,West 37th Street,Manhattan,10018,839,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.751136,-73.985033
323 TO 325,West 37th Street,Manhattan,10018,761,20,62,NEW YORK,MULTIPLE DWELLING A,,,40.754469,-73.992947
332,West 37th Street,Manhattan,10018,760,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.75454,-73.99316
334,West 37th Street,Manhattan,10018,760,62,62,NEW YORK,MULTIPLE DWELLING A,,,40.754557,-73.9932
344 TO 352,West 37th Street,Manhattan,10018,760,68,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.754642,-73.993402
357,West 37th Street,Manhattan,10018,761,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.75476,-73.993637
400 TO 404,West 37th Street,Manhattan,10018,734,37,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.755325,-73.995019
431,West 37th Street,Manhattan,10018,735,17,62,NEW YORK,MULTIPLE DWELLING A,,,40.755951,-73.996463
447,West 37th Street,Manhattan,10018,735,9,62,NEW YORK,MULTIPLE DWELLING A,,,40.756056,-73.996708
453,West 37th Street,Manhattan,10018,735,6,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.756094,-73.996802
505 TO 507,West 37th Street,Manhattan,10018,709,31,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.756679,-73.998177
66 TO 70,West 38th Street,Manhattan,10018,839,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.751789,-73.984715
310 TO 328,West 38th Street,Manhattan,10018,761,43,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.754966,-73.992265
329,West 38th Street,Manhattan,10018,762,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.755136,-73.992619
331,West 38th Street,Manhattan,10018,762,17,62,NEW YORK,MULTIPLE DWELLING A,,,40.755152,-73.992662
354,West 38th Street,Manhattan,10018,761,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.755344,-73.993156
358,West 38th Street,Manhattan,10018,761,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.75538,-73.993236
401 TO 403,West 38th Street,Manhattan,10018,736,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.755951,-73.994542
507,9th Avenue,Manhattan,10018,736,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.756006,-73.994409
432,West 38th Street,Manhattan,10018,735,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.756585,-73.996098
434,West 38th Street,Manhattan,10018,735,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.756596,-73.996127
509 TO 517,West 38th Street,Manhattan,10018,710,7501,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.757343,-73.997831
553 TO 557,West 38th Street,Manhattan,10018,710,1,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,40.758238,-73.999953
476,11th Avenue,Manhattan,10018,710,1,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,40.758501,-73.999986
307,West 39th Street,Manhattan,10018,763,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.755569,-73.99172
314,West 39th Street,Manhattan,10018,762,48,62,NEW YORK,MULTIPLE DWELLING A,,,40.755622,-73.991893
316,West 39th Street,Manhattan,10018,762,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.755641,-73.991936
330,West 39th Street,Manhattan,10018,762,60,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.755759,-73.992218
406,West 39th Street,Manhattan,10018,736,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.756643,-73.994308
408,West 39th Street,Manhattan,10018,736,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.75667,-73.994369
304,West 40th Street,Manhattan,10018,763,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.756157,-73.99124
401,West 40th Street,Manhattan,10018,1050,29,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.757189,-73.993644
403,West 40th Street,Manhattan,10018,1050,29,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.757277,-73.993849
405,West 40th Street,Manhattan,10018,1050,29,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.757362,-73.994055
302F,West 40th Street,Manhattan,10018,763,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.75614,-73.991196
688,10th Avenue,Manhattan,10019,1058,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.763565,-73.992589
690,10th Avenue,Manhattan,10019,1058,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.763609,-73.99256
694,10th Avenue,Manhattan,10019,1058,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.763697,-73.992495
698,10th Avenue,Manhattan,10019,1058,62,62,NEW YORK,MULTIPLE DWELLING B,,,40.763785,-73.99243
722,10th Avenue,Manhattan,10019,1059,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.764402,-73.991979
724,10th Avenue,Manhattan,10019,1059,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.76444,-73.991953
746,10th Avenue,Manhattan,10019,1060,62,62,NEW YORK,MULTIPLE DWELLING A,,,40.765149,-73.991437
753,10th Avenue,Manhattan,10019,1080,28,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.765409,-73.991275
501,West 51st Street,Manhattan,10019,1080,28,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.765357,-73.991419
756,10th Avenue,Manhattan,10019,1061,4,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.765588,-73.991119
760,10th Avenue,Manhattan,10019,1061,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.765711,-73.991026
814,10th Avenue,Manhattan,10019,1064,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.767328,-73.989848
818,10th Avenue,Manhattan,10019,1064,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.767424,-73.98978
858,10th Avenue,Manhattan,10019,1066,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.768695,-73.988852
862,10th Avenue,Manhattan,10019,1066,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.768799,-73.988776
881,10th Avenue,Manhattan,10019,1086,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.769485,-73.988303
723,11th Avenue,Manhattan,10019,1099,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.766713,-73.994036
725,11th Avenue,Manhattan,10019,1099,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.766768,-73.993996
1361 TO 1377,6th Avenue,Manhattan,10019,1008,29,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.763165,-73.978048
101,West 55th Street,Manhattan,10019,1008,29,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.763143,-73.978399
854,7th Avenue,Manhattan,10019,1026,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.764069,-73.981102
911,7th Avenue,Manhattan,10019,1010,61,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.765935,-73.979723
174 TO 182,West 58th Street,Manhattan,10019,1010,61,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.765806,-73.97864
852,8th Avenue,Manhattan,10019,1023,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.763128,-73.985481
854,8th Avenue,Manhattan,10019,1023,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.763166,-73.985452
856,8th Avenue,Manhattan,10019,1023,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.763207,-73.985423
858,8th Avenue,Manhattan,10019,1023,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.763249,-73.985394
888,8th Avenue,Manhattan,10019,1024,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.764072,-73.984791
933,8th Avenue,Manhattan,10019,1046,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.765573,-73.983722
934,8th Avenue,Manhattan,10019,1027,103,62,NEW YORK,MULTIPLE DWELLING A,,,40.76562,-73.983665
936,8th Avenue,Manhattan,10019,1027,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.765675,-73.983625
937,8th Avenue,Manhattan,10019,1046,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.765683,-73.983643
939 TO 945,8th Avenue,Manhattan,10019,1046,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.765735,-73.983603
703,9th Avenue,Manhattan,10019,1058,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.762442,-73.989726
707,9th Avenue,Manhattan,10019,1058,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.762527,-73.989665
709,9th Avenue,Manhattan,10019,1058,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.762571,-73.989633
710,9th Avenue,Manhattan,10019,1039,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.762582,-73.9896
712,9th Avenue,Manhattan,10019,1039,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.762631,-73.989564
714,9th Avenue,Manhattan,10019,1039,62,62,NEW YORK,MULTIPLE DWELLING A,,,40.762681,-73.989528
729 TO 731,9th Avenue,Manhattan,10019,1059,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.76315,-73.989206
743,9th Avenue,Manhattan,10019,1060,30,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.763639,-73.988849
744,9th Avenue,Manhattan,10019,1041,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.763625,-73.988835
745,9th Avenue,Manhattan,10019,1060,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.763694,-73.988809
746,9th Avenue,Manhattan,10019,1041,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.763672,-73.988798
747,9th Avenue,Manhattan,10019,1060,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.763749,-73.98877
748,9th Avenue,Manhattan,10019,1041,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.763721,-73.988766
750,9th Avenue,Manhattan,10019,1041,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.76377,-73.98873
752,9th Avenue,Manhattan,10019,1041,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.76382,-73.988694
753,9th Avenue,Manhattan,10019,1060,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.76391,-73.988654
764,9th Avenue,Manhattan,10019,1042,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.764251,-73.98838
766,9th Avenue,Manhattan,10019,1042,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.7643,-73.988344
767,9th Avenue,Manhattan,10019,1061,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.764385,-73.988304
768,9th Avenue,Manhattan,10019,1042,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.76435,-73.988307
769,9th Avenue,Manhattan,10019,1061,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.764429,-73.988275
774,9th Avenue,Manhattan,10019,1042,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.764495,-73.988199
776,9th Avenue,Manhattan,10019,1042,62,62,NEW YORK,MULTIPLE DWELLING A,,,40.764542,-73.988163
781,9th Avenue,Manhattan,10019,1062,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.764835,-73.987975
783,9th Avenue,Manhattan,10019,1062,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.76489,-73.987935
785,9th Avenue,Manhattan,10019,1062,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.764945,-73.987896
787,9th Avenue,Manhattan,10019,1062,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.765,-73.987856
789,9th Avenue,Manhattan,10019,1062,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.765055,-73.987816
790,9th Avenue,Manhattan,10019,1043,4,62,NEW YORK,MULTIPLE DWELLING B,,,40.765047,-73.987795
791,9th Avenue,Manhattan,10019,1062,34,62,NEW YORK,MULTIPLE DWELLING A,,,40.76511,-73.987777
792,9th Avenue,Manhattan,10019,1043,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.765102,-73.987755
794,9th Avenue,Manhattan,10019,1043,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.765156,-73.987715
796,9th Avenue,Manhattan,10019,1043,62,62,NEW YORK,MULTIPLE DWELLING B,,,40.765211,-73.987676
802,9th Avenue,Manhattan,10019,1044,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.765502,-73.987466
807,9th Avenue,Manhattan,10019,1063,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.765681,-73.987361
811,9th Avenue,Manhattan,10019,1063,34,62,NEW YORK,MULTIPLE DWELLING A,,,40.76579,-73.987282
819,9th Avenue,Manhattan,10019,1064,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.766068,-73.98708
824,9th Avenue,Manhattan,10019,1045,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.766125,-73.987011
359,West 54th Street,Manhattan,10019,1045,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.765475,-73.985878
826,9th Avenue,Manhattan,10019,1045,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.766172,-73.986975
829,9th Avenue,Manhattan,10019,1064,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.76623,-73.986957
855,9th Avenue,Manhattan,10019,1065,33,62,NEW YORK,MULTIPLE DWELLING A,EVICT COOP/CONDO,,40.76702,-73.986376
856,9th Avenue,Manhattan,10019,1046,64,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.767012,-73.986358
857,9th Avenue,Manhattan,10019,1065,34,62,NEW YORK,MULTIPLE DWELLING A,EVICT COOP/CONDO,,40.767064,-73.986343
860,9th Avenue,Manhattan,10019,1046,62,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.7671,-73.986293
1691 TO 1695,Broadway,Manhattan,10019,1025,19,62,NEW YORK,MULTIPLE DWELLING A,,,40.763523,-73.982748
211,West 53rd Street,Manhattan,10019,1025,19,62,NEW YORK,MULTIPLE DWELLING A,,,40.763424,-73.982932
40,Central Park South,Manhattan,10019,1274,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.765086,-73.974871
40,West 59th Street,Manhattan,10019,1274,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.765086,-73.974871
100 TO 104,Central Park South,Manhattan,10019,1011,7505,62,NEW YORK,MULTIPLE DWELLING A,,,40.765802,-73.97656
100 TO 104,West 59th Street,Manhattan,10019,1011,7505,62,NEW YORK,MULTIPLE DWELLING A,,,40.765802,-73.97656
116,Central Park South,Manhattan,10019,1011,7503,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.765978,-73.976972
128,Central Park South,Manhattan,10019,1011,45,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.766107,-73.977278
200,Central Park South,Manhattan,10019,1030,29,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.767019,-73.979444
210,Central Park South,Manhattan,10019,1030,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.76709,-73.979617
240,Central Park South,Manhattan,10019,1030,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.767307,-73.980134
300,West 49th Street,Manhattan,10019,1039,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.761805,-73.986925
308,West 49th Street,Manhattan,10019,1039,40,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.761923,-73.987203
310,West 49th Street,Manhattan,10019,1039,41,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.761951,-73.987275
318,West 49th Street,Manhattan,10019,1039,45,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762069,-73.987553
320,West 49th Street,Manhattan,10019,1039,46,62,NEW YORK,MULTIPLE DWELLING A,,,40.762099,-73.987626
322,West 49th Street,Manhattan,10019,1039,47,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762129,-73.987694
324,West 49th Street,Manhattan,10019,1039,48,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762159,-73.987763
326,West 49th Street,Manhattan,10019,1039,49,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762187,-73.987835
328,West 49th Street,Manhattan,10019,1039,50,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762217,-73.987903
330,West 49th Street,Manhattan,10019,1039,51,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762247,-73.987972
332,West 49th Street,Manhattan,10019,1039,52,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.762277,-73.988044
334,West 49th Street,Manhattan,10019,1039,53,62,NEW YORK,MULTIPLE DWELLING A,,,40.762305,-73.988113
336,West 49th Street,Manhattan,10019,1039,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.762335,-73.988181
338,West 49th Street,Manhattan,10019,1039,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.762365,-73.988254
340,West 49th Street,Manhattan,10019,1039,56,62,NEW YORK,MULTIPLE DWELLING A,,,40.762393,-73.988322
348,West 49th Street,Manhattan,10019,1039,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.762511,-73.988604
405,West 49th Street,Manhattan,10019,1059,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.763079,-73.989914
407,West 49th Street,Manhattan,10019,1059,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.763095,-73.989954
412,West 49th Street,Manhattan,10019,1058,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.763131,-73.990084
414,West 49th Street,Manhattan,10019,1058,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.76315,-73.990127
420,West 49th Street,Manhattan,10019,1058,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.7632,-73.990246
426,West 49th Street,Manhattan,10019,1058,46,62,NEW YORK,MULTIPLE DWELLING A,,,40.763252,-73.990369
430,West 49th Street,Manhattan,10019,1058,48,62,NEW YORK,MULTIPLE DWELLING A,,,40.763288,-73.990448
432,West 49th Street,Manhattan,10019,1058,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.763304,-73.990488
436,West 49th Street,Manhattan,10019,1058,51,62,NEW YORK,MULTIPLE DWELLING A,,,40.763337,-73.990571
441,West 49th Street,Manhattan,10019,1059,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.763386,-73.99064
444,West 49th Street,Manhattan,10019,1058,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.763406,-73.990733
445,West 49th Street,Manhattan,10019,1059,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.763422,-73.990723
446,West 49th Street,Manhattan,10019,1058,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.763425,-73.990773
448,West 49th Street,Manhattan,10019,1058,56,62,NEW YORK,MULTIPLE DWELLING A,,,40.763441,-73.990813
450,West 49th Street,Manhattan,10019,1058,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.763458,-73.990853
457,West 49th Street,Manhattan,10019,1059,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.763524,-73.990964
459,West 49th Street,Manhattan,10019,1059,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.76354,-73.991004
461,West 49th Street,Manhattan,10019,1059,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.763559,-73.991044
523,West 49th Street,Manhattan,10019,1078,19,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.764668,-73.993675
531,West 49th Street,Manhattan,10019,1078,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.764718,-73.993794
533,West 49th Street,Manhattan,10019,1078,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.764732,-73.993823
535,West 49th Street,Manhattan,10019,1078,13,62,NEW YORK,MULTIPLE DWELLING A,,,40.764743,-73.993852
537,West 49th Street,Manhattan,10019,1078,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.764756,-73.993881
539,West 49th Street,Manhattan,10019,1078,111,62,NEW YORK,MULTIPLE DWELLING A,,,40.764767,-73.99391
541,West 49th Street,Manhattan,10019,1078,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.764781,-73.993939
543,West 49th Street,Manhattan,10019,1078,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.764792,-73.993971
544,West 49th Street,Manhattan,10019,1077,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.764789,-73.994011
545,West 49th Street,Manhattan,10019,1078,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.764806,-73.994
443F,West 49th Street,Manhattan,10019,1059,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.763403,-73.990683
443R,West 49th Street,Manhattan,10019,1059,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.763403,-73.990683
250,West 50th Street,Manhattan,10019,1021,1,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.76183,-73.985034
341 TO 363,West 50th Street,Manhattan,10019,1041,11,62,NEW YORK,MULTIPLE DWELLING B,,,40.763005,-73.987781
365,West 50th Street,Manhattan,10019,1041,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.763211,-73.988272
400,West 50th Street,Manhattan,10019,1059,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.763658,-73.989376
737 TO 739,9th Avenue,Manhattan,10019,1059,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.763345,-73.989062
401,West 50th Street,Manhattan,10019,1060,29,62,NEW YORK,MULTIPLE DWELLING B,421-A (1-15),,40.763672,-73.989369
405,West 50th Street,Manhattan,10019,1060,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.763707,-73.989448
407,West 50th Street,Manhattan,10019,1060,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.763724,-73.989488
409,West 50th Street,Manhattan,10019,1060,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.76374,-73.989531
411,West 50th Street,Manhattan,10019,1060,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.763757,-73.989571
417,West 50th Street,Manhattan,10019,1060,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.763809,-73.98969
439,West 50th Street,Manhattan,10019,1060,13,62,NEW YORK,MULTIPLE DWELLING A,,,40.763998,-73.990138
441,West 50th Street,Manhattan,10019,1060,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.764015,-73.990177
442,West 50th Street,Manhattan,10019,1059,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.764018,-73.990232
444,West 50th Street,Manhattan,10019,1059,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.764034,-73.990271
445,West 50th Street,Manhattan,10019,1060,10,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.764048,-73.99026
446,West 50th Street,Manhattan,10019,1059,56,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.764051,-73.990311
447,West 50th Street,Manhattan,10019,1060,9,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.764067,-73.9903
448,West 50th Street,Manhattan,10019,1059,57,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.76407,-73.990351
450,West 50th Street,Manhattan,10019,1059,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.764086,-73.99039
453,West 50th Street,Manhattan,10019,1060,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.764116,-73.990423
455,West 50th Street,Manhattan,10019,1060,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.764136,-73.990463
