BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
19,West 103rd Street,Manhattan,10025,1839,20,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,40.796595,-73.962565
203,West 103rd Street,Manhattan,10025,1875,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.798616,-73.967357
235,West 103rd Street,Manhattan,10025,1875,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.799251,-73.968866
242 TO 244,West 103rd Street,Manhattan,10025,1874,156,62,NEW YORK,MULTIPLE DWELLING A,,,40.799369,-73.969202
321,West 103rd Street,Manhattan,10025,1890,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.799893,-73.970397
53,West 104th Street,Manhattan,10025,1840,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.797624,-73.963113
77,West 104th Street,Manhattan,10025,1840,3,62,NEW YORK,MULTIPLE DWELLING A,,,40.797792,-73.963514
85,West 104th Street,Manhattan,10025,1840,1,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.797825,-73.963597
101,West 104th Street,Manhattan,10025,1859,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.797951,-73.963904
900,Columbus Avenue,Manhattan,10025,1859,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.79802,-73.963781
103,West 104th Street,Manhattan,10025,1859,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.797984,-73.963976
105,West 104th Street,Manhattan,10025,1859,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.798014,-73.964049
107,West 104th Street,Manhattan,10025,1859,128,62,NEW YORK,MULTIPLE DWELLING A,,,40.798047,-73.964124
109,West 104th Street,Manhattan,10025,1859,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.798077,-73.964197
111 TO 117,West 104th Street,Manhattan,10025,1859,24,62,NEW YORK,MULTIPLE DWELLING B,,,40.798138,-73.964334
119,West 104th Street,Manhattan,10025,1859,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.798327,-73.964771
121,West 104th Street,Manhattan,10025,1859,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.798382,-73.964904
200 TO 206,West 104th Street,Manhattan,10025,1875,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.799217,-73.966887
208,West 104th Street,Manhattan,10025,1875,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.799313,-73.967111
209,West 104th Street,Manhattan,10025,1876,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.799333,-73.967114
212,West 104th Street,Manhattan,10025,1875,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.79936,-73.967223
214,West 104th Street,Manhattan,10025,1875,139,62,NEW YORK,MULTIPLE DWELLING A,,,40.799385,-73.96728
216,West 104th Street,Manhattan,10025,1875,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.799407,-73.967335
218,West 104th Street,Manhattan,10025,1875,41,62,NEW YORK,MULTIPLE DWELLING B,,,40.799431,-73.967392
220,West 104th Street,Manhattan,10025,1875,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.799456,-73.96745
224 TO 226,West 104th Street,Manhattan,10025,1875,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.799503,-73.967562
240,West 104th Street,Manhattan,10025,1875,53,62,NEW YORK,MULTIPLE DWELLING A,,,40.799909,-73.968523
245,West 104th Street,Manhattan,10025,1876,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.800011,-73.968718
250,West 104th Street,Manhattan,10025,1875,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.800074,-73.968916
304,West 104th Street,Manhattan,10025,1890,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.800437,-73.969779
306 TO 310,West 104th Street,Manhattan,10025,1890,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.800445,-73.969801
314,West 104th Street,Manhattan,10025,1890,68,62,NEW YORK,MULTIPLE DWELLING A,,,40.800481,-73.969888
316,West 104th Street,Manhattan,10025,1890,69,62,NEW YORK,MULTIPLE DWELLING A,,,40.800492,-73.969909
318,West 104th Street,Manhattan,10025,1890,70,62,NEW YORK,MULTIPLE DWELLING A,,,40.8005,-73.969931
322,West 104th Street,Manhattan,10025,1890,72,62,NEW YORK,MULTIPLE DWELLING B,,,40.800519,-73.969971
52,West 105th Street,Manhattan,10025,1840,54,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,421-A (16),40.798085,-73.962235
53,West 105th Street,Manhattan,10025,1841,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.798115,-73.962261
54,West 105th Street,Manhattan,10025,1840,55,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,,40.798101,-73.962275
55,West 105th Street,Manhattan,10025,1841,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.798132,-73.9623
56,West 105th Street,Manhattan,10025,1840,56,62,NEW YORK,MULTIPLE DWELLING A,,,40.798118,-73.962315
59,West 105th Street,Manhattan,10025,1841,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.798162,-73.962376
69,West 105th Street,Manhattan,10025,1841,6,62,NEW YORK,MULTIPLE DWELLING A,,,40.798244,-73.962568
72,West 105th Street,Manhattan,10025,1840,59,62,NEW YORK,MULTIPLE DWELLING A,,,40.798253,-73.962633
74,West 105th Street,Manhattan,10025,1840,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.798269,-73.962676
100,West 105th Street,Manhattan,10025,1859,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.798632,-73.963543
101,West 105th Street,Manhattan,10025,1860,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.798648,-73.963532
103,West 105th Street,Manhattan,10025,1860,128,62,NEW YORK,MULTIPLE DWELLING A,,,40.798665,-73.963571
105,West 105th Street,Manhattan,10025,1860,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.798681,-73.963615
106,West 105th Street,Manhattan,10025,1859,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.798689,-73.963676
107,West 105th Street,Manhattan,10025,1860,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.798698,-73.963654
109,West 105th Street,Manhattan,10025,1860,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.798714,-73.963694
120,West 105th Street,Manhattan,10025,1859,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.798821,-73.96399
201,West 105th Street,Manhattan,10025,1877,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.799873,-73.966449
211,West 105th Street,Manhattan,10025,1877,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.79998,-73.966702
215,West 105th Street,Manhattan,10025,1877,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.800021,-73.966803
221,West 105th Street,Manhattan,10025,1877,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.800085,-73.966955
223,West 105th Street,Manhattan,10025,1877,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.800107,-73.967006
225,West 105th Street,Manhattan,10025,1877,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.800129,-73.967056
229,West 105th Street,Manhattan,10025,1877,18,62,NEW YORK,MULTIPLE DWELLING A,,,40.800173,-73.967157
230,West 105th Street,Manhattan,10025,1876,46,62,NEW YORK,MULTIPLE DWELLING A,,,40.800247,-73.967377
248,West 105th Street,Manhattan,10025,1876,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.800631,-73.968287
250,West 105th Street,Manhattan,10025,1876,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.800639,-73.968306
301,West 105th Street,Manhattan,10025,1891,52,62,NEW YORK,MULTIPLE DWELLING A,,,40.801079,-73.969317
302,West 105th Street,Manhattan,10025,1891,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.801057,-73.969306
304,West 105th Street,Manhattan,10025,1891,127,62,NEW YORK,MULTIPLE DWELLING A,,,40.801065,-73.969328
306,West 105th Street,Manhattan,10025,1891,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.801076,-73.969349
307,West 105th Street,Manhattan,10025,1891,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.801106,-73.969378
308,West 105th Street,Manhattan,10025,1891,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.801084,-73.969371
309,West 105th Street,Manhattan,10025,1891,48,62,NEW YORK,MULTIPLE DWELLING A,,,40.801115,-73.969396
313,West 105th Street,Manhattan,10025,1891,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.801131,-73.969439
314 TO 316,West 105th Street,Manhattan,10025,1891,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.801112,-73.969436
315,West 105th Street,Manhattan,10025,1891,46,62,NEW YORK,MULTIPLE DWELLING A,,,40.801139,-73.969458
316,West 105th Street,Manhattan,10025,1891,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.80112,-73.969454
317,West 105th Street,Manhattan,10025,1891,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.801148,-73.969479
318,West 105th Street,Manhattan,10025,1891,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.801128,-73.969476
319,West 105th Street,Manhattan,10025,1891,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.801159,-73.969501
320,West 105th Street,Manhattan,10025,1891,34,62,NEW YORK,MULTIPLE DWELLING A,,,40.801139,-73.969497
321,West 105th Street,Manhattan,10025,1891,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.801167,-73.969519
21,West 106th Street,Manhattan,10025,1842,21,62,NEW YORK,MULTIPLE DWELLING A,,,40.798378,-73.960801
53 TO 55,West 106th Street,Manhattan,10025,1842,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.798845,-73.961906
54,West 106th Street,Manhattan,10025,1841,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.798785,-73.961809
56,West 106th Street,Manhattan,10025,1841,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.798801,-73.961845
57 TO 59,West 106th Street,Manhattan,10025,1842,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.798873,-73.961971
61 TO 63,West 106th Street,Manhattan,10025,1842,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.798897,-73.962036
62,West 106th Street,Manhattan,10025,1841,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.798848,-73.961964
65,West 106th Street,Manhattan,10025,1842,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.798925,-73.962101
66,West 106th Street,Manhattan,10025,1841,59,62,NEW YORK,MULTIPLE DWELLING A,,,40.798881,-73.96204
70,West 106th Street,Manhattan,10025,1841,160,62,NEW YORK,MULTIPLE DWELLING A,,,40.798914,-73.962119
72,West 106th Street,Manhattan,10025,1841,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.79893,-73.962159
100,West 106th Street,Manhattan,10025,1860,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.79932,-73.963091
934,Columbus Avenue,Manhattan,10025,1860,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.799079,-73.962993
101,West 106th Street,Manhattan,10025,1861,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.799334,-73.96308
107,West 106th Street,Manhattan,10025,1861,28,62,NEW YORK,MULTIPLE DWELLING B,,,40.799417,-73.963271
109,West 106th Street,Manhattan,10025,1861,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.799444,-73.963336
113,West 106th Street,Manhattan,10025,1861,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.799499,-73.963463
115,West 106th Street,Manhattan,10025,1861,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.799524,-73.963528
123,West 106th Street,Manhattan,10025,1861,121,62,NEW YORK,MULTIPLE DWELLING A,,,40.799634,-73.963784
125,West 106th Street,Manhattan,10025,1861,21,62,NEW YORK,MULTIPLE DWELLING A,,,40.799661,-73.963849
127,West 106th Street,Manhattan,10025,1861,20,62,NEW YORK,MULTIPLE DWELLING A,,,40.799688,-73.96391
157 TO 159,West 106th Street,Manhattan,10025,1861,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.800153,-73.965015
160,West 106th Street,Manhattan,10025,1860,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.800197,-73.965163
933 TO 935,Amsterdam Avenue,Manhattan,10025,1860,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.800227,-73.965853
201,West 106th Street,Manhattan,10025,1878,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.800515,-73.965871
204,West 106th Street,Manhattan,10025,1877,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.800537,-73.965965
206,West 106th Street,Manhattan,10025,1877,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.800554,-73.966008
207,West 106th Street,Manhattan,10025,1878,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.800707,-73.96633
211,West 106th Street,Manhattan,10025,1878,21,62,NEW YORK,MULTIPLE DWELLING A,,,40.800839,-73.966637
215,West 106th Street,Manhattan,10025,1878,20,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.800971,-73.966947
217,West 106th Street,Manhattan,10025,1878,19,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.800999,-73.967016
219,West 106th Street,Manhattan,10025,1878,17,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.801015,-73.967056
225,West 106th Street,Manhattan,10025,1878,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.801119,-73.967298
244,West 106th Street,Manhattan,10025,1877,48,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.800999,-73.967066
246,West 106th Street,Manhattan,10025,1877,49,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.801051,-73.967182
300,West 106th Street,Manhattan,10025,1891,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.80168,-73.96871
303,West 106th Street,Manhattan,10025,1892,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.801735,-73.968793
304,West 106th Street,Manhattan,10025,1891,159,62,NEW YORK,MULTIPLE DWELLING A,,,40.801762,-73.968901
307,West 106th Street,Manhattan,10025,1892,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.801817,-73.968984
309,West 106th Street,Manhattan,10025,1892,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.801858,-73.969078
318,West 106th Street,Manhattan,10025,1891,65,62,NEW YORK,MULTIPLE DWELLING A,,,40.802053,-73.969573
319,West 106th Street,Manhattan,10025,1892,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.802067,-73.969562
320,West 106th Street,Manhattan,10025,1891,66,62,NEW YORK,MULTIPLE DWELLING A,,,40.802056,-73.96958
6 TO 8,West 107th Street,Manhattan,10025,1842,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.79885,-73.959873
9,West 107th Street,Manhattan,10025,1843,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.798916,-73.959988
15,West 107th Street,Manhattan,10025,1843,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.798993,-73.960165
60 TO 62,West 107th Street,Manhattan,10025,1842,53,62,NEW YORK,MULTIPLE DWELLING A,,,40.79955,-73.961534
64,West 107th Street,Manhattan,10025,1842,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.799581,-73.961602
65,West 107th Street,Manhattan,10025,1843,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.799608,-73.961628
66,West 107th Street,Manhattan,10025,1842,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.799594,-73.961635
67,West 107th Street,Manhattan,10025,1843,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.799622,-73.96166
69,West 107th Street,Manhattan,10025,1843,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.799636,-73.961693
71,West 107th Street,Manhattan,10025,1843,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.799649,-73.961722
961,Columbus Avenue,Manhattan,10025,1843,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.800056,-73.96226
166,West 107th Street,Manhattan,10025,1861,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.800652,-73.964145
168,West 107th Street,Manhattan,10025,1861,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.800668,-73.964184
170,West 107th Street,Manhattan,10025,1861,59,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.800685,-73.964228
171 TO 173,West 107th Street,Manhattan,10025,1862,7501,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.800701,-73.964217
172,West 107th Street,Manhattan,10025,1861,60,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.800704,-73.964267
174,West 107th Street,Manhattan,10025,1861,61,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.800721,-73.964307
175,West 107th Street,Manhattan,10025,1862,1,62,NEW YORK,MULTIPLE DWELLING B,,,40.800734,-73.964296
200,West 107th Street,Manhattan,10025,1878,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.80119,-73.965423
201,West 107th Street,Manhattan,10025,1879,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.801204,-73.965412
202,West 107th Street,Manhattan,10025,1878,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.801215,-73.965481
203,West 107th Street,Manhattan,10025,1879,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.801248,-73.965517
207,West 107th Street,Manhattan,10025,1879,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.801339,-73.965726
209,West 107th Street,Manhattan,10025,1879,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.801383,-73.965831
210,West 107th Street,Manhattan,10025,1878,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.801314,-73.965719
220,West 107th Street,Manhattan,10025,1878,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.80144,-73.966015
230,West 107th Street,Manhattan,10025,1878,47,62,NEW YORK,MULTIPLE DWELLING B,,,40.801567,-73.966311
243,West 107th Street,Manhattan,10025,1879,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.801924,-73.967109
262,West 107th Street,Manhattan,10025,1878,52,62,NEW YORK,MULTIPLE DWELLING A,,,40.801841,-73.966961
300,West 107th Street,Manhattan,10025,1892,19,62,NEW YORK,MULTIPLE DWELLING A,,,40.802396,-73.968254
301,West 107th Street,Manhattan,10025,1892,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.802506,-73.968482
2781,Broadway,Manhattan,10025,1892,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.802418,-73.96807
304,West 107th Street,Manhattan,10025,1892,121,62,NEW YORK,MULTIPLE DWELLING A,,,40.802517,-73.968554
306,West 107th Street,Manhattan,10025,1892,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.802544,-73.968615
308,West 107th Street,Manhattan,10025,1892,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.802569,-73.968677
309,West 107th Street,Manhattan,10025,1892,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.802608,-73.968731
310,West 107th Street,Manhattan,10025,1892,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.802594,-73.968742
311,West 107th Street,Manhattan,10025,1892,141,62,NEW YORK,MULTIPLE DWELLING A,,,40.802632,-73.968792
316,West 107th Street,Manhattan,10025,1892,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.802671,-73.968929
317,West 107th Street,Manhattan,10025,1892,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.802739,-73.969049
318,West 107th Street,Manhattan,10025,1892,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.802723,-73.969059
3 TO 5,West 108th Street,Manhattan,10025,1844,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.799476,-73.959349
4 TO 6,West 108th Street,Manhattan,10025,1843,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.799462,-73.959363
7 TO 9,West 108th Street,Manhattan,10025,1844,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.799525,-73.959468
8 TO 10,West 108th Street,Manhattan,10025,1843,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.799517,-73.95949
64,West 108th Street,Manhattan,10025,1843,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.800226,-73.961179
65,West 108th Street,Manhattan,10025,1844,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.800239,-73.961169
67,West 108th Street,Manhattan,10025,1844,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.800253,-73.961201
68,West 108th Street,Manhattan,10025,1843,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.80025,-73.961241
72,West 108th Street,Manhattan,10025,1843,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.800278,-73.961306
73,West 108th Street,Manhattan,10025,1844,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.800291,-73.961295
981,Columbus Avenue,Manhattan,10025,1844,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.800684,-73.9618
145,West 108th Street,Manhattan,10025,1863,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.801173,-73.963393
196,West 108th Street,Manhattan,10025,1862,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.801668,-73.964603
200,West 108th Street,Manhattan,10025,1879,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.80186,-73.965058
201,West 108th Street,Manhattan,10025,1880,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.801874,-73.965047
202,West 108th Street,Manhattan,10025,1879,136,62,NEW YORK,MULTIPLE DWELLING A,,,40.801882,-73.965116
203,West 108th Street,Manhattan,10025,1880,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.801904,-73.965123
204 TO 210,West 108th Street,Manhattan,10025,1879,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.801907,-73.96517
209,West 108th Street,Manhattan,10025,1880,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.801994,-73.965339
211 TO 213,West 108th Street,Manhattan,10025,1880,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.802027,-73.965412
215 TO 217,West 108th Street,Manhattan,10025,1880,21,62,NEW YORK,MULTIPLE DWELLING A,,,40.802088,-73.965556
216,West 108th Street,Manhattan,10025,1879,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.802044,-73.965502
226 TO 228,West 108th Street,Manhattan,10025,1879,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.802162,-73.965776
230,West 108th Street,Manhattan,10025,1879,51,62,NEW YORK,MULTIPLE DWELLING A,,,40.802209,-73.965888
255,West 108th Street,Manhattan,10025,1880,1,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.802805,-73.967257
256,West 108th Street,Manhattan,10025,1879,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.802742,-73.967152
300,West 108th Street,Manhattan,10025,1892,49,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.803033,-73.967857
301,West 108th Street,Manhattan,10025,1893,7501,62,NEW YORK,MULTIPLE DWELLING A,,,40.803176,-73.968156
316,West 108th Street,Manhattan,10025,1892,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.8032,-73.968265
317,West 108th Street,Manhattan,10025,1893,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.803219,-73.968268
325,West 108th Street,Manhattan,10025,1893,9,62,NEW YORK,MULTIPLE DWELLING A,,,40.803241,-73.968322
58,West 109th Street,Manhattan,10025,1844,155,62,NEW YORK,MULTIPLE DWELLING A,,,40.800804,-73.960605
60 TO 64,West 109th Street,Manhattan,10025,1844,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.800818,-73.960637
63,West 109th Street,Manhattan,10025,1845,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.800887,-73.960757
66,West 109th Street,Manhattan,10025,1844,58,62,NEW YORK,MULTIPLE DWELLING B,,,40.800859,-73.960735
68 TO 70,West 109th Street,Manhattan,10025,1844,58,62,NEW YORK,MULTIPLE DWELLING B,,,40.800873,-73.960767
102 TO 104,West 109th Street,Manhattan,10025,1863,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.801362,-73.96193
106 TO 108,West 109th Street,Manhattan,10025,1863,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.801398,-73.96201
110 TO 112,West 109th Street,Manhattan,10025,1863,41,62,NEW YORK,MULTIPLE DWELLING A,,,40.801431,-73.962093
114 TO 116,West 109th Street,Manhattan,10025,1863,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.801466,-73.962172
118,West 109th Street,Manhattan,10025,1863,45,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.801499,-73.962255
120,West 109th Street,Manhattan,10025,1863,46,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.801516,-73.962295
122,West 109th Street,Manhattan,10025,1863,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.801535,-73.962335
126 TO 130,West 109th Street,Manhattan,10025,1863,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.801568,-73.962418
132,West 109th Street,Manhattan,10025,1863,52,62,NEW YORK,MULTIPLE DWELLING A,,,40.80162,-73.96254
134,West 109th Street,Manhattan,10025,1863,53,62,NEW YORK,MULTIPLE DWELLING A,,,40.801637,-73.96258
136,West 109th Street,Manhattan,10025,1863,54,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.801653,-73.96262
138,West 109th Street,Manhattan,10025,1863,55,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.801673,-73.962663
140,West 109th Street,Manhattan,10025,1863,56,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.801689,-73.962703
142,West 109th Street,Manhattan,10025,1863,57,62,NEW YORK,MULTIPLE DWELLING A,,,40.801705,-73.962743
144,West 109th Street,Manhattan,10025,1863,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.801722,-73.962782
170,West 109th Street,Manhattan,10025,1863,59,62,NEW YORK,MULTIPLE DWELLING A,,,40.801944,-73.963313
172,West 109th Street,Manhattan,10025,1863,60,62,NEW YORK,MULTIPLE DWELLING A,,,40.801964,-73.963353
174,West 109th Street,Manhattan,10025,1863,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.80198,-73.963393
200,West 109th Street,Manhattan,10025,1880,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.802395,-73.964375
203,West 109th Street,Manhattan,10025,1881,28,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802716,-73.965093
204,West 109th Street,Manhattan,10025,1880,37,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.8027,-73.965104
205,West 109th Street,Manhattan,10025,1881,27,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.80273,-73.965126
206,West 109th Street,Manhattan,10025,1880,39,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802716,-73.965137
207,West 109th Street,Manhattan,10025,1881,26,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802744,-73.965158
209,West 109th Street,Manhattan,10025,1881,25,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802757,-73.965191
210,West 109th Street,Manhattan,10025,1880,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.802744,-73.965205
211,West 109th Street,Manhattan,10025,1881,24,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802771,-73.965227
212,West 109th Street,Manhattan,10025,1880,42,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802757,-73.965238
214,West 109th Street,Manhattan,10025,1880,44,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,40.802774,-73.965274
